fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type
-1.139360647619543,-0.5276414709049597,-0.5535072580607684,-0.6119180271799042,-0.3515362285114002,-0.16250897579281443,0.32445769959040255,-0.7601708674175766,2.608029268487389,1.5486709130099678,0.6359620274808111,0.5845855172565675
0.14540510644718335,0.5532120630574119,0.44935646705912485,0.4199475256655556,-0.39695771029726257,-0.0443710987795395,0.14738224178930381,-0.7048458291950827,-0.21377832543914357,-1.206183991180522,1.7327777683478216,0.5845855172565675
-0.49697777058618026,0.6883187548027085,-1.6280041064035111,-0.6588210068546977,0.42062896184825904,-1.2257498689122888,-1.6942025193421226,-0.03402974074757011,1.2612574622951804,1.2425759236554685,0.6359620274808111,-1.7106137091677418
-0.772284717886193,-1.4058349672493868,0.7358889599505227,-0.9167873950660627,-0.48780067386898723,1.9639728104461343,0.5723633405119407,-1.3410837687535895,-0.5985702700654894,1.472147165671343,0.5515915858756552,0.5845855172565675
-1.4146675949195566,-1.0005148920134974,-0.41024101161506926,-0.8464329255538723,-1.0782799370851972,-1.0485430533923763,-0.6671648640957502,-1.3964088069760447,0.17101361918720218,-1.206183991180522,0.29848026106019193,0.5845855172565675
2.072553737547274,-0.6627481626502563,-0.19534164194652096,0.8186228529013014,-0.760329564584161,2.879541357299015,1.6702311788787527,-0.2034626703039024,-2.073606057799813,-1.1296602438418972,0.3828507026653464,0.5845855172565675
0.787787983480547,1.7016189428924318,-1.1265722438435644,-0.752626966204285,0.5114719254199838,-1.5801634999521135,-1.7296176109023425,0.5745456796996704,1.2612574622951804,2.5052177547427767,-0.03900150536042723,-1.7106137091677418
0.6042500186138715,-0.7978548543955527,0.3060902206134257,-0.8464329255538723,0.10267858934722295,-0.5169226068326391,0.6963161609727098,-0.5319550847498613,-0.14964633466808452,0.01819596623747368,-0.12337194696558164,0.5845855172565675
1.0630949307805606,-0.39253477915966306,0.592622713504824,0.6544624240395237,-0.5786436374407117,0.48724934778019763,1.4223255379572144,1.058639764146367,0.7482015361267194,-0.1348515284397759,-0.79833547980682,0.5845855172565675
-0.6805157354528549,-0.6627481626502563,0.019557727722027785,2.3195182024946974,-0.30611474672553785,1.4323523638863969,0.8556840729936986,0.7820145730339745,0.36340959150037366,-0.21137527577840068,-0.29211283017589196,0.5845855172565675
-0.5887467530195176,-0.39253477915966306,-0.26697476516937013,2.589210335624761,-0.5786436374407117,0.6053872247934725,0.536948248951721,1.9576716352615948,-0.5344382792944303,-1.1296602438418972,-1.5576694542532128,0.5845855172565675
